WeekDynamic_Classified																														
Date	WeekDynamic_Open_Interest_Total	WeekDynamic_Reportable_Positions_Net	WeekDynamic_Reportable_Positions_Long	WeekDynamic_Reportable_Positions_Short	WeekDynamic_Prod_Merc_Positions_Total	WeekDynamic_Prod_Merc_Positions_Net	WeekDynamic_Prod_Merc_Positions_Long	WeekDynamic_Prod_Merc_Positions_Short	WeekDynamic_Swap_Positions_Total	WeekDynamic_Swap_Positions_Net	WeekDynamic_Swap_Positions_Long	WeekDynamic_Swap_Positions_Short	WeekDynamic_Swap_Positions_Spread	WeekDynamic_M_Money_Positions_Total	WeekDynamic_M_Money_Positions_Net	WeekDynamic_M_Money_Positions_Long	WeekDynamic_M_Money_Positions_Short	WeekDynamic_M_Money_Positions_Spread	WeekDynamic_Other_Rept_Positions_Total	WeekDynamic_Other_Rept_Positions_Net	WeekDynamic_Other_Rept_Positions_Long	WeekDynamic_Other_Rept_Positions_Short	WeekDynamic_Other_Rept_Positions_Spread	WeekDynamic_NonRept_Positions_Total	WeekDynamic_NonRept_Positions_Net	WeekDynamic_NonRept_Positions_Long	WeekDynamic_NonRept_Positions_Short	binShort	binLong	binNeut
12.08.2014	3	0	3	3	0	0	0	0	3	0	0	4	3	3	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	1
19.08.2014	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	6	0	0	6	0	0	0	0	0	0	0	1
26.08.2014	2	5	2	2	3	0	3	3	0	0	0	5	0	0	0	0	0	2	3	0	0	0	3	6	5	0	6	0	0	1
02.09.2014	3	0	3	0	3	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	3	3	0	0	1
09.09.2014	0	5	6	0	0	0	0	0	0	0	0	0	0	5	0	0	0	7	6	0	0	0	6	4	5	3	0	0	1	0
16.09.2014	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	6	0	0	6	0	0	0	0	0	0	1	0
23.09.2014	6	0	6	6	0	0	6	0	0	0	0	0	0	7	0	0	6	0	0	0	0	5	0	0	0	0	0	0	1	0
30.09.2014	0	0	0	0	4	0	3	0	5	0	0	0	7	0	0	5	0	0	6	0	0	6	0	0	0	0	0	0	1	0
07.10.2014	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0
14.10.2014	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	3	0	0	0	0	0	6	0	0	6	0	1	0
21.10.2014	0	0	0	0	6	0	0	6	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	4	3	0	1	0
28.10.2014	0	0	0	0	6	0	0	6	5	0	0	6	6	0	0	0	0	6	0	0	5	0	0	0	0	0	0	0	1	0
04.11.2014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	1	0
11.11.2014	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	7	0	7	6	0	1	0
18.11.2014	0	0	0	0	6	0	0	6	0	0	0	5	0	2	0	0	3	3	0	4	0	6	0	2	0	4	3	0	0	1
25.11.2014	0	0	1	0	3	0	2	4	3	3	2	0	0	0	0	0	0	0	0	4	3	1	2	3	0	3	0	0	0	1
02.12.2014	0	0	0	0	6	0	6	6	0	0	0	0	0	0	0	0	0	0	3	4	3	0	0	0	0	6	0	1	0	0
09.12.2014	0	0	0	0	0	0	0	5	0	0	0	0	0	0	4	5	0	2	0	4	0	0	0	4	0	0	4	1	0	0
16.12.2014	0	0	0	0	0	0	3	5	0	0	0	0	0	0	5	0	3	0	0	5	6	0	2	0	0	0	0	1	0	0
23.12.2014	0	0	0	0	3	0	3	0	0	3	3	5	6	0	0	0	0	7	0	4	0	7	6	3	0	0	3	1	0	0
30.12.2014	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	0	0	1	0	0
06.01.2015	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	6	0	6	5	1	0	0
13.01.2015	0	5	0	0	4	0	0	4	3	3	3	0	0	3	0	3	0	0	0	0	6	4	7	0	5	0	6	0	0	1
20.01.2015	6	0	6	6	0	0	0	0	0	0	0	0	0	6	4	4	0	0	6	4	6	0	0	0	0	0	0	0	0	1
27.01.2015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	6	0	6	5	6	4	6	0	0	0	0	0	0	1
03.02.2015	9	0	9	9	6	0	9	0	6	0	0	0	7	7	5	0	7	0	7	0	0	6	7	0	0	0	0	0	0	1
10.02.2015	0	0	0	0	3	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	5	0	5	0	0	0	1
17.02.2015	3	0	3	3	0	0	3	0	0	0	5	0	0	0	0	5	0	2	0	0	0	0	0	0	0	5	0	0	0	1
24.02.2015	0	0	0	0	0	0	0	4	3	4	0	5	3	0	0	0	0	0	0	0	0	0	3	0	0	0	5	0	0	1
03.03.2015	0	0	0	0	3	0	3	3	0	0	0	0	0	0	0	2	6	6	6	5	0	4	0	0	0	0	0	0	0	1
10.03.2015	7	0	7	7	6	0	0	0	0	0	0	0	0	0	0	4	0	0	7	0	6	6	0	0	0	0	0	0	0	1
17.03.2015	0	0	0	0	0	0	0	0	0	3	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1
24.03.2015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	3	0	6	0	0	0	0	0	0	1
31.03.2015	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
07.04.2015	6	4	6	6	6	0	0	6	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	4	5	0	0	0	1
14.04.2015	7	5	6	6	0	0	6	4	0	5	5	4	3	7	0	0	6	6	0	0	0	6	0	7	5	6	7	0	0	1
21.04.2015	3	5	3	3	4	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	6	0	3	0	5	0	0	0	0	1
28.04.2015	3	0	0	0	3	0	0	3	0	0	0	5	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	1	0
05.05.2015	0	0	6	0	0	0	0	0	0	0	0	4	0	5	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0
12.05.2015	0	4	0	0	5	5	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	4	6	0	0	0	1
19.05.2015	3	5	3	3	5	0	0	6	0	4	4	5	6	3	0	7	3	0	3	0	3	0	3	2	5	3	3	0	0	1
26.05.2015	0	0	0	0	0	0	0	3	0	4	0	5	6	0	0	0	5	0	0	0	0	3	6	0	0	0	0	0	0	1
02.06.2015	0	0	0	0	0	0	0	5	5	6	6	4	0	0	0	0	0	6	0	0	3	0	0	4	0	0	4	0	0	1
09.06.2015	0	0	0	0	6	5	3	7	0	3	0	6	3	3	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	1
16.06.2015	0	0	0	0	0	0	6	4	0	0	0	4	0	0	0	3	0	0	0	0	0	6	0	0	0	0	0	0	0	1
23.06.2015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1
30.06.2015	0	0	0	0	0	5	1	7	3	0	0	5	1	1	4	9	0	1	1	4	1	6	2	0	0	0	0	1	0	0
07.07.2015	0	5	0	0	0	0	3	6	0	0	0	0	0	0	5	6	3	3	7	0	6	6	0	0	5	0	0	1	0	0
14.07.2015	6	4	0	6	5	0	6	0	0	4	4	0	6	0	0	0	0	0	6	0	0	0	0	6	4	6	0	1	0	0
21.07.2015	0	5	0	0	0	0	0	0	0	4	4	0	6	0	0	4	6	0	0	0	6	4	0	0	5	0	0	0	0	1
28.07.2015	3	3	0	0	0	0	6	4	3	0	4	4	0	0	0	3	0	0	3	0	0	4	0	1	3	2	3	0	0	1
04.08.2015	7	0	7	7	0	0	7	0	0	0	0	0	0	6	4	0	7	0	6	4	6	0	6	0	0	6	7	0	0	1
11.08.2015	0	0	0	0	0	0	0	0	5	0	0	4	6	0	0	0	0	0	0	0	0	0	6	3	0	4	4	0	0	1
18.08.2015	0	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0	4	0	0	0	0	5	4	0	0	0	1
25.08.2015	0	0	0	0	3	0	3	3	0	0	5	0	2	3	0	4	0	3	1	5	2	4	2	0	0	0	0	0	0	1
01.09.2015	0	4	0	0	0	0	6	3	0	0	0	0	2	0	5	3	6	3	6	0	0	5	0	0	4	0	3	0	0	1
08.09.2015	0	0	0	0	3	0	0	3	0	0	0	0	7	0	0	3	6	0	0	0	0	0	0	0	0	0	5	0	0	1
15.09.2015	6	0	6	6	5	0	0	5	0	0	0	4	9	6	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	1
22.09.2015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
29.09.2015	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	3	0	0	3	0	0	1
06.10.2015	0	5	0	0	0	0	0	5	0	0	0	0	6	0	0	6	3	0	0	0	0	5	0	6	5	0	6	1	0	0
13.10.2015	0	0	0	0	0	0	0	4	3	0	0	0	3	0	0	0	0	0	0	0	0	0	6	3	0	0	3	1	0	0
20.10.2015	6	0	6	6	0	4	0	2	0	0	5	0	0	7	5	3	9	3	6	0	0	0	7	0	0	0	0	0	0	1
27.10.2015	0	0	0	0	6	5	0	7	0	3	0	6	0	0	0	6	3	0	0	0	0	0	0	0	0	5	0	0	0	1
03.11.2015	0	5	0	0	0	0	0	5	0	0	0	0	6	0	0	5	3	0	0	0	0	0	0	3	5	3	0	0	0	1
10.11.2015	0	0	0	0	0	0	0	0	0	4	4	0	6	3	0	4	0	2	0	0	0	3	0	0	0	0	0	0	0	1
17.11.2015	6	0	6	6	6	0	7	0	0	0	0	0	0	6	5	3	6	7	0	0	6	4	0	6	0	0	6	0	0	1
24.11.2015	2	0	2	2	2	0	2	3	4	0	0	0	2	0	0	0	0	0	3	0	0	4	0	4	0	0	3	0	0	1
01.12.2015	0	0	0	0	0	4	6	3	0	0	0	0	3	6	0	3	7	2	6	3	9	0	3	0	0	0	0	0	0	1
08.12.2015	2	0	2	2	3	0	0	3	0	0	0	4	0	0	0	5	0	1	3	0	3	0	0	4	0	0	0	0	0	1
15.12.2015	2	0	2	3	3	5	2	0	0	3	4	0	0	3	0	6	3	3	3	4	3	0	0	4	0	0	4	0	0	1
22.12.2015	7	0	7	6	0	0	6	4	0	0	0	4	0	6	0	3	6	7	6	4	7	0	0	5	0	0	0	0	0	1
29.12.2015	6	4	6	6	6	4	7	0	0	0	0	0	0	6	0	4	6	0	0	0	6	0	0	0	4	6	0	0	0	1
05.01.2016	9	5	9	9	7	4	7	0	0	0	0	0	0	6	0	0	6	7	9	0	7	7	6	7	5	0	7	0	0	1
12.01.2016	0	0	0	0	3	4	2	0	0	4	4	0	7	0	0	7	3	0	0	0	0	0	6	0	0	0	0	0	0	1
19.01.2016	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	4	0	6	0	0	0	0	0	0	0	0	4	0	0	1
26.01.2016	0	4	0	0	0	5	3	5	0	0	0	0	0	3	0	6	3	0	0	4	2	0	6	0	4	5	0	1	0	0
02.02.2016	7	4	7	7	5	0	0	5	6	6	6	0	0	7	0	6	0	7	0	0	0	0	0	5	4	5	0	0	0	1
09.02.2016	0	0	0	0	7	4	9	0	0	0	0	0	6	0	0	4	7	6	7	4	0	5	0	6	0	5	6	0	0	1
16.02.2016	6	0	6	6	6	0	0	5	0	0	4	0	6	0	0	0	0	3	6	5	6	0	6	3	0	0	4	0	0	1
23.02.2016	3	4	2	3	0	4	0	4	0	0	0	0	0	0	0	4	0	3	3	0	0	0	2	6	4	6	0	0	0	1
01.03.2016	0	4	0	0	3	5	0	3	3	0	0	0	3	6	0	0	0	7	0	0	6	0	0	0	4	4	0	0	0	1
08.03.2016	0	4	0	0	0	4	0	6	0	0	0	5	0	3	0	5	3	0	0	0	3	0	6	3	4	0	3	0	0	1
22.03.2016	6	5	6	6	0	4	6	4	0	0	0	0	0	6	0	4	6	6	6	0	6	5	0	6	5	6	6	1	0	0
29.03.2016	0	5	0	0	0	6	0	6	0	0	0	0	0	0	0	5	0	0	0	5	3	0	0	0	5	0	4	1	0	0
05.04.2016	0	4	0	0	0	5	0	0	5	7	6	3	0	0	0	0	0	0	6	0	6	0	0	0	4	4	6	1	0	0
12.04.2016	0	2	0	0	6	4	0	4	3	0	0	0	3	0	0	3	0	0	7	3	0	0	0	6	2	6	0	1	0	0
19.04.2016	2	0	2	2	0	3	3	6	6	0	0	6	6	3	0	6	3	0	2	0	2	3	3	3	0	0	3	1	0	0
26.04.2016	0	4	0	0	3	0	3	0	3	3	3	5	0	1	0	5	3	0	2	0	3	0	2	3	4	3	6	1	0	0
03.05.2016	0	5	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	5	6	0	3	0	5	0	0	1	0	0
10.05.2016	6	4	6	7	0	0	0	0	6	3	0	9	3	6	0	4	6	7	6	0	6	0	0	0	4	6	3	1	0	0
17.05.2016	0	0	3	0	2	0	3	4	6	0	0	0	7	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0
24.05.2016	7	0	7	7	7	4	0	0	0	0	0	0	0	0	0	2	0	7	0	0	0	3	6	0	0	0	0	1	0	0
31.05.2016	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
07.06.2016	0	5	0	0	6	5	0	0	6	0	5	5	0	2	0	0	2	2	3	0	2	6	0	6	5	6	0	1	0	0
14.06.2016	0	4	6	0	6	0	6	5	0	4	3	0	0	0	0	5	0	0	0	0	0	0	0	3	4	3	0	1	0	0
21.06.2016	0	0	0	0	4	0	0	3	0	3	3	4	7	0	0	3	6	0	0	5	0	0	2	0	0	0	0	1	0	0
28.06.2016	3	0	2	2	2	0	3	2	0	6	7	5	2	0	0	0	0	0	3	0	3	0	0	6	0	5	5	1	0	0
05.07.2016	0	4	9	0	6	4	7	0	0	5	0	0	0	7	0	0	6	7	7	0	6	0	7	0	4	0	5	0	0	1
12.07.2016	7	5	7	7	0	4	0	0	3	0	0	0	2	7	0	0	6	6	7	0	6	0	7	0	5	0	3	0	0	1
19.07.2016	0	0	0	0	0	2	0	0	3	0	4	0	0	5	0	0	0	6	6	0	0	5	0	6	0	0	5	0	0	1
26.07.2016	0	0	0	0	4	5	0	3	4	6	0	3	6	6	0	0	0	7	3	0	4	3	0	0	0	0	0	0	0	1
02.08.2016	6	0	6	6	6	5	6	0	2	1	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1
09.08.2016	1	0	1	1	3	4	3	0	2	0	0	0	2	3	0	0	0	3	3	0	0	4	3	0	0	0	0	0	0	1
16.08.2016	0	0	0	0	0	4	0	0	0	4	0	6	0	3	0	0	0	0	0	0	0	0	6	0	0	4	0	0	0	1
23.08.2016	0	5	0	0	0	5	0	5	0	0	0	0	3	0	0	5	0	0	0	0	0	0	0	0	5	0	0	0	0	1
30.08.2016	0	0	0	0	4	3	0	2	4	3	3	0	0	6	0	0	6	3	3	0	0	0	3	4	0	4	0	0	1	0
06.09.2016	0	0	0	6	0	0	0	0	0	5	0	4	0	6	0	0	6	0	0	0	0	4	0	0	0	0	0	0	1	0
13.09.2016	0	0	0	0	6	0	0	6	6	0	0	0	0	0	0	0	0	6	0	0	0	0	0	4	0	0	4	0	1	0
20.09.2016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
27.09.2016	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
04.10.2016	0	5	0	0	0	5	0	3	0	6	0	4	0	6	0	0	6	0	6	0	0	0	0	0	5	5	0	0	0	1
11.10.2016	0	0	0	0	0	0	0	5	3	2	2	5	0	0	0	0	0	6	6	0	0	0	7	0	0	0	0	0	0	1
18.10.2016	0	0	0	0	0	4	3	7	0	0	0	0	0	0	0	7	3	0	0	0	0	0	0	0	0	0	5	0	0	1
25.10.2016	6	0	6	6	6	3	6	0	6	6	6	0	0	0	0	4	6	0	0	0	0	5	0	0	0	0	0	0	0	1
01.11.2016	0	0	0	0	0	4	0	6	5	6	5	4	6	3	0	0	0	3	0	0	0	0	6	0	0	0	0	0	0	1
08.11.2016	0	0	0	0	6	0	0	6	0	6	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
15.11.2016	6	0	6	6	0	4	0	0	0	5	0	4	6	0	0	3	0	0	6	0	6	0	0	6	0	5	5	0	1	0
22.11.2016	0	0	0	0	3	4	3	0	0	3	4	6	0	0	0	6	0	3	0	0	0	0	6	0	0	0	0	0	0	1
29.11.2016	0	4	0	0	0	4	2	0	4	6	6	4	2	0	0	0	0	2	2	0	3	0	2	3	4	3	0	0	1	0
06.12.2016	0	5	0	0	0	0	0	0	0	3	3	5	0	0	0	0	0	3	0	0	0	0	0	0	5	0	4	0	1	0
13.12.2016	0	0	0	0	6	4	0	0	6	0	0	0	9	0	0	6	0	6	3	0	0	3	0	4	0	0	0	0	1	0
20.12.2016	0	0	0	0	0	4	0	4	0	6	5	4	0	0	0	4	0	0	0	0	0	6	0	6	0	0	6	0	1	0
27.12.2016	0	5	0	0	0	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	5	0	3	0	0	1
03.01.2017	0	0	0	0	0	4	0	6	0	3	0	6	0	0	0	5	0	0	0	0	0	4	0	6	0	5	0	0	0	1
10.01.2017	0	4	0	0	6	5	0	7	0	6	0	6	0	3	0	0	3	0	0	0	0	3	0	0	4	3	5	0	0	1
17.01.2017	6	0	6	6	7	0	6	6	6	7	7	0	0	0	0	0	0	6	0	0	0	6	0	0	0	0	4	0	1	0
24.01.2017	0	0	0	0	0	0	0	0	0	6	5	4	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	1	0
31.01.2017	6	0	6	6	0	0	0	0	6	0	4	4	9	0	0	4	0	6	0	0	0	0	0	0	0	0	0	0	1	0
07.02.2017	3	0	3	3	3	5	2	0	6	6	7	0	3	0	0	5	0	3	0	0	0	0	0	0	0	0	4	0	1	0
14.02.2017	0	4	0	0	0	5	2	6	6	5	6	6	0	3	0	6	2	0	0	0	0	9	3	0	4	0	5	0	0	1
21.02.2017	3	5	3	3	0	0	3	0	0	3	3	5	0	3	0	0	0	2	0	0	6	0	0	0	5	0	0	0	0	1
28.02.2017	0	5	0	0	2	0	0	2	0	2	1	4	2	0	0	3	6	1	3	0	0	3	2	3	5	4	3	0	0	1
07.03.2017	6	4	6	6	6	0	7	0	6	0	5	5	0	0	0	0	0	0	0	0	0	0	6	0	4	4	0	0	0	1
14.03.2017	0	6	0	0	6	4	0	3	0	0	0	4	7	0	0	3	7	7	6	0	6	0	6	6	6	6	0	0	1	0
21.03.2017	0	0	0	0	0	0	0	4	6	0	0	4	7	7	0	0	6	0	6	0	5	0	6	0	0	0	0	0	1	0
28.03.2017	6	0	6	6	0	4	0	4	0	0	0	4	0	6	0	0	0	7	0	0	0	0	6	6	0	5	6	0	1	0
04.04.2017	0	0	0	0	0	5	0	5	4	5	5	0	3	0	0	0	0	6	0	0	0	4	0	6	0	5	0	0	1	0
11.04.2017	0	4	0	0	6	0	0	6	4	0	0	4	2	0	0	0	0	3	0	0	0	0	0	0	4	0	5	0	1	0
18.04.2017	0	5	0	0	6	4	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	6	3	0	5	0	4	0	0	1
25.04.2017	0	0	3	0	3	9	0	2	0	4	0	5	3	5	0	0	0	3	3	0	3	4	0	0	0	0	0	0	1	0
02.05.2017	0	0	0	0	0	4	0	4	0	3	4	5	6	2	0	5	2	3	3	0	3	3	0	2	0	3	3	0	0	1
09.05.2017	3	4	3	3	0	5	3	0	3	5	0	4	3	0	0	5	0	1	0	0	0	0	0	0	4	0	5	0	1	0
16.05.2017	7	5	7	7	0	4	0	3	6	0	0	5	7	6	0	0	6	7	6	0	6	5	0	0	5	0	0	0	1	0
23.05.2017	0	0	0	0	0	5	3	0	4	4	3	4	6	0	0	0	0	9	0	0	0	3	6	0	0	0	0	0	1	0
30.05.2017	0	4	0	0	7	4	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	4	0	6	0	1	0
06.06.2017	0	5	0	0	6	5	0	6	0	4	3	0	6	0	0	0	0	7	0	0	0	0	0	3	5	0	3	0	0	1
13.06.2017	2	4	2	2	2	5	1	4	5	6	6	0	0	3	0	0	3	0	3	0	3	6	0	0	4	4	5	0	0	1
20.06.2017	0	4	0	0	0	5	3	9	3	3	3	0	0	2	4	7	1	0	7	0	3	9	0	0	4	0	0	1	0	0
27.06.2017	1	0	1	1	0	0	2	0	7	7	0	0	3	1	0	3	3	1	2	0	3	3	3	4	0	0	0	0	0	1
03.07.2017	0	9	0	0	6	0	6	6	0	3	3	5	0	0	4	6	3	0	0	4	0	7	2	5	9	3	0	1	0	0
11.07.2017	7	4	7	0	0	0	0	7	7	5	6	5	6	3	5	5	2	0	7	5	0	7	6	0	4	6	2	1	0	0
18.07.2017	0	3	0	0	0	0	0	0	0	2	2	0	6	0	0	4	0	6	0	0	0	0	0	6	3	6	0	1	0	0
25.07.2017	0	4	0	3	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	3	6	3	4	3	5	1	0	0
01.08.2017	6	5	6	6	0	0	0	0	0	0	4	4	6	6	0	0	7	6	0	4	7	4	0	6	5	0	6	0	0	1
08.08.2017	0	0	0	0	0	0	0	0	3	6	7	0	2	7	4	4	7	6	0	6	0	4	0	0	0	0	4	0	0	1
15.08.2017	0	0	0	0	0	0	6	0	2	0	0	4	1	6	5	4	6	0	0	5	7	4	0	6	0	5	6	0	0	1
22.08.2017	7	0	7	7	6	0	7	0	3	3	3	0	3	7	5	0	7	6	6	0	7	4	0	0	0	0	0	0	0	1
29.08.2017	2	0	1	2	3	0	0	3	3	3	3	4	0	0	0	0	0	2	1	0	3	2	3	0	0	0	4	0	0	1
05.09.2017	0	0	0	0	3	0	0	3	0	4	4	5	6	6	0	0	5	3	0	0	0	4	0	0	0	0	0	0	0	1
12.09.2017	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
19.09.2017	0	5	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	5	0	0	0	0	1
26.09.2017	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	4	6	0	0	3	6	0	0	5	4	0	0	0	1
03.10.2017	0	0	6	0	7	0	7	6	0	4	0	5	0	0	0	0	0	6	0	0	0	4	0	0	0	0	0	0	0	1
10.10.2017	7	0	7	6	0	0	0	0	0	4	0	0	6	6	0	0	6	7	0	0	6	3	6	6	0	5	5	0	0	1
17.10.2017	6	0	6	6	0	0	0	0	6	0	0	0	6	0	0	4	0	7	6	0	5	5	0	0	0	0	0	0	0	1
24.10.2017	0	0	0	0	6	0	6	6	6	5	0	4	7	6	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1
31.10.2017	9	4	0	9	6	4	0	0	7	0	5	0	7	6	0	4	6	7	7	0	0	0	0	6	4	7	0	0	1	0
07.11.2017	0	3	0	0	6	4	6	6	3	7	7	4	2	0	0	0	0	0	0	0	0	4	0	0	3	4	0	0	1	0
14.11.2017	0	0	0	0	3	0	3	0	6	6	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0
21.11.2017	0	0	0	0	0	0	0	0	0	5	5	4	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0
28.11.2017	2	4	2	2	3	4	0	3	3	4	4	6	2	0	0	0	0	0	2	0	0	0	2	0	4	0	0	0	1	0
05.12.2017	3	5	3	3	3	5	3	4	6	5	0	4	7	0	0	0	0	0	3	0	0	4	3	3	5	3	4	0	1	0
12.12.2017	7	4	7	7	0	4	7	3	0	0	0	6	0	7	0	3	6	6	6	0	7	0	0	6	4	6	0	0	1	0
19.12.2017	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
26.12.2017	0	5	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	3	0	3	4	0	0	5	0	0	0	1	0
02.01.2018	0	0	0	0	0	4	0	5	5	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
09.01.2018	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
16.01.2018	7	4	7	7	6	4	6	0	7	5	6	0	7	0	0	0	0	0	7	0	0	7	6	3	4	0	3	0	1	0
23.01.2018	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	6	0	5	0	0	0	1	0
30.01.2018	2	5	2	2	3	0	1	6	6	5	5	4	0	2	0	6	2	0	0	0	3	0	0	0	5	0	0	0	1	0
06.02.2018	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	6	0	0	4	0	3	0	1	0
13.02.2018	2	0	2	2	0	5	2	5	3	0	4	0	0	1	0	0	2	2	0	0	0	0	0	0	0	0	7	0	1	0
20.02.2018	0	0	0	0	0	0	6	0	3	0	0	0	2	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	1	0
27.02.2018	0	0	0	1	3	0	3	0	0	4	0	6	3	2	0	4	0	2	2	0	0	2	3	2	0	3	2	0	1	0
06.03.2018	7	0	7	7	7	5	2	0	7	0	0	4	3	3	0	0	2	6	7	0	0	7	7	0	0	0	4	0	0	1
13.03.2018	7	0	7	7	0	0	6	0	6	6	6	0	0	0	0	4	0	7	6	0	0	0	7	6	0	0	6	0	0	1
20.03.2018	3	5	3	3	0	0	0	4	3	3	3	5	6	0	5	2	6	0	3	0	7	2	2	3	5	3	0	0	1	0
27.03.2018	7	0	7	7	0	0	7	0	6	0	0	3	0	7	0	0	6	6	0	0	6	0	0	4	0	3	0	0	1	0
03.04.2018	0	0	0	0	0	0	0	0	3	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0
10.04.2018	2	0	2	2	4	0	2	0	3	0	0	5	2	3	0	6	3	3	0	0	0	0	0	0	0	0	0	0	0	1
17.04.2018	0	0	0	0	0	0	0	0	6	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
24.04.2018	0	0	0	0	0	0	0	0	0	4	4	5	6	0	0	0	0	0	0	0	0	0	0	3	0	4	3	0	1	0
01.05.2018	0	0	0	0	0	0	2	6	0	5	5	0	3	0	0	7	3	0	0	0	0	0	3	0	0	0	0	0	0	1
08.05.2018	0	0	0	0	0	0	3	0	5	0	0	7	0	0	4	6	2	0	0	0	2	6	6	0	0	0	0	0	0	1
15.05.2018	0	0	0	0	0	0	6	0	0	0	0	0	0	0	4	4	6	2	6	0	6	0	0	0	0	0	0	0	0	1
22.05.2018	7	0	7	7	6	0	0	6	4	3	3	5	0	0	4	0	3	9	0	0	0	3	0	6	0	6	6	0	0	1
29.05.2018	9	0	9	0	7	0	0	5	7	0	0	5	0	6	5	6	0	7	6	0	3	6	6	5	0	0	6	0	0	1
05.06.2018	0	0	0	0	0	0	0	0	6	3	3	5	7	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1
12.06.2018	0	0	0	0	0	0	3	0	3	0	0	4	3	0	0	0	0	0	0	0	0	0	0	6	0	0	6	0	0	1
